assembly,classification,fastani_ani,fastani_af,closest_placement_ani,closest_placement_af,msa_percent,classification_method,species
SRR9221964.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.37,0.91,99.37,0.91,45.28,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221974.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.62,0.9,99.62,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221975.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.65,0.92,99.65,0.92,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9221990.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis,96.89,0.85,96.89,0.85,95.02,taxonomic classification defined by topology and ANI,Ligilactobacillus ruminis
SRR9221997.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis,96.86,0.86,96.86,0.86,95.02,taxonomic classification defined by topology and ANI,Ligilactobacillus ruminis
SRR9222001.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.91,0.88,98.91,0.88,97.32,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222002.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.91,0.87,98.91,0.87,97.32,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222021.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae,98.81,0.87,98.81,0.87,98.05,taxonomic classification defined by topology and ANI,Parabacteroides merdae
SRR9222043.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis,96.9,0.86,96.9,0.86,95.02,taxonomic classification defined by topology and ANI,Ligilactobacillus ruminis
SRR9222046.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,95.8,0.95,95.8,0.95,97.96,taxonomic classification defined by topology and ANI,Streptococcus sp001556435
SRR9222047.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,95.82,0.94,95.82,0.94,97.96,taxonomic classification defined by topology and ANI,Streptococcus sp001556435
SRR9222049.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B,95.38,0.9,N/A,N/A,97.94,ANI,Streptococcus parasanguinis
SRR9222050.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B,95.38,0.89,N/A,N/A,97.94,ANI,Streptococcus parasanguinis
SRR9222053.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B,95.43,0.89,N/A,N/A,97.18,ANI,Streptococcus parasanguinis
SRR9222056.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222068.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.61,0.91,99.61,0.91,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222072.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222073.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.59,0.91,99.59,0.91,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222076.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania massiliensis,97.82,0.87,97.82,0.87,93.81,taxonomic classification defined by topology and ANI,Holdemania massiliensis
SRR9222082.asm1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,98.33,0.92,98.33,0.92,94.74,taxonomic classification defined by topology and ANI,Phascolarctobacterium faecium
SRR9222086.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,98.03,0.82,98.03,0.82,97.54,taxonomic classification defined by topology and ANI,Parasutterella excrementihominis
SRR9222088.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,98.03,0.84,98.03,0.84,97.56,taxonomic classification defined by topology and ANI,Parasutterella excrementihominis
SRR9222089.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.67,0.86,98.67,0.86,94.84,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222096.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.65,0.86,98.65,0.86,96.51,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222101.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris,98.7,0.88,98.7,0.88,95.35,taxonomic classification defined by topology and ANI,Longicatena caecimuris
SRR9222102.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris,98.56,0.89,98.56,0.89,95.35,taxonomic classification defined by topology and ANI,Longicatena caecimuris
SRR9222105.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris,98.66,0.89,98.66,0.89,95.35,taxonomic classification defined by topology and ANI,Longicatena caecimuris
SRR9222112.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.53,0.93,99.53,0.93,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222117.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.35,0.91,99.35,0.91,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222120.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.35,0.92,99.35,0.92,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222121.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.37,0.91,99.37,0.91,11.51,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222124.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.63,0.9,99.63,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222129.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,96.7,0.94,96.7,0.94,97.92,taxonomic classification defined by topology and ANI,Streptococcus salivarius
SRR9222132.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,95.86,0.87,95.86,0.87,97.92,taxonomic classification defined by topology and ANI,Streptococcus sp001556435
SRR9222136.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.93,0.88,98.93,0.88,97.32,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222138.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,97.44,0.81,97.44,0.81,96.49,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222150.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,97.4,0.81,97.4,0.81,96.49,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222152.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,97.43,0.81,97.43,0.81,96.49,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222173.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,99.0,0.88,99.0,0.88,97.32,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222178.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,98.02,0.84,98.02,0.84,97.56,taxonomic classification defined by topology and ANI,Parasutterella excrementihominis
SRR9222180.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,98.06,0.83,98.06,0.83,97.56,taxonomic classification defined by topology and ANI,Parasutterella excrementihominis
SRR9222181.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,98.09,0.83,98.09,0.83,97.56,taxonomic classification defined by topology and ANI,Parasutterella excrementihominis
SRR9222184.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.54,0.93,99.54,0.93,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222191.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.52,0.93,99.52,0.93,97.3,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222194.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.68,0.86,98.68,0.86,94.86,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222196.asm1,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,98.3,0.93,98.3,0.93,94.74,taxonomic classification defined by topology and ANI,Phascolarctobacterium faecium
SRR9222208.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus,99.97,0.99,99.97,0.99,70.88,taxonomic classification defined by topology and ANI,Lacticaseibacillus rhamnosus
SRR9222209.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,98.69,0.78,98.69,0.78,97.08,taxonomic classification defined by topology and ANI,Ruthenibacterium lactatiformans
SRR9222212.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,98.26,0.73,98.26,0.73,97.1,taxonomic classification defined by topology and ANI,Ruthenibacterium lactatiformans
SRR9222218.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,98.35,0.73,98.35,0.73,97.1,taxonomic classification defined by topology and ANI,Ruthenibacterium lactatiformans
SRR9222231.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.89,99.6,0.89,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222232.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222236.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.61,0.9,99.61,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222239.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,95.81,0.91,95.81,0.91,97.94,taxonomic classification defined by topology and ANI,Streptococcus salivarius
SRR9222241.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.45,0.95,99.45,0.95,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222242.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,95.9,0.89,95.9,0.89,97.94,taxonomic classification defined by topology and ANI,Streptococcus salivarius
SRR9222246.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,95.83,0.9,95.83,0.9,97.94,taxonomic classification defined by topology and ANI,Streptococcus salivarius
SRR9222247.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222249.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.9,0.89,98.9,0.89,96.49,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222262.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.95,0.88,98.95,0.88,97.32,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222265.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,98.96,0.88,98.96,0.88,97.32,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222274.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,96.57,0.82,96.57,0.82,93.94,taxonomic classification defined by topology and ANI,Faecalibacterium prausnitzii
SRR9222279.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,96.4,0.92,96.4,0.92,97.94,taxonomic classification defined by topology and ANI,Streptococcus sp001556435
SRR9222281.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.76,0.92,99.76,0.92,26.54,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9222289.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii,98.08,0.81,98.08,0.81,96.33,taxonomic classification defined by topology and ANI,Parabacteroides goldsteinii
SRR9222294.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.56,0.95,99.56,0.95,95.63,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222296.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.62,0.9,99.62,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222308.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222310.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,96.05,0.87,96.05,0.87,97.96,taxonomic classification defined by topology and ANI,Streptococcus salivarius
SRR9222312.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,96.39,0.92,96.39,0.92,97.94,taxonomic classification defined by topology and ANI,Streptococcus sp001556435
SRR9222313.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,96.39,0.92,96.39,0.92,97.94,taxonomic classification defined by topology and ANI,Streptococcus sp001556435
SRR9222316.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,95.88,0.89,95.88,0.89,97.94,taxonomic classification defined by topology and ANI,Streptococcus salivarius
SRR9222322.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,98.39,0.83,98.39,0.83,91.34,taxonomic classification defined by topology and ANI,Roseburia intestinalis
SRR9222324.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B,97.36,0.84,97.36,0.84,95.83,taxonomic classification defined by topology and ANI,Ruminococcus bromii
SRR9222326.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,97.45,0.81,97.45,0.81,96.49,taxonomic classification defined by topology and ANI,Parabacteroides distasonis
SRR9222331.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.64,0.95,99.64,0.95,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222338.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus,99.09,0.8,99.09,0.8,62.78,taxonomic classification defined by topology and ANI,Odoribacter splanchnicus
SRR9222348.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae,98.78,0.87,98.78,0.87,98.05,taxonomic classification defined by topology and ANI,Parabacteroides merdae
SRR9222354.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
SRR9222355.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,99.6,0.9,99.6,0.9,98.13,taxonomic classification defined by topology and ANI,Turicibacter sanguinis
